source,code,entry_ts,pnl,return_pct,win,vol_z_20,vol_z_ge1,vol_z_ge2,vol_z_ge3
v14,IONQ.US,2024-08-26,-43675.1292,-4.19,0.0,-0.11364348009001814,False,False,False
v14,IONQ.US,2024-09-20,-2202.6588,-0.6,0.0,0.8216602958045349,False,False,False
v14,IONQ.US,2024-09-26,70682.3813,20.27,1.0,1.1044428295107422,True,False,False
v14,IONQ.US,2024-10-02,46213.9507,4.31,1.0,0.47945658271709807,False,False,False
v14,IONQ.US,2024-10-08,26047.8517,1.97,1.0,-0.01276011763802293,False,False,False
v14,IONQ.US,2024-10-09,2199.0254,0.16,1.0,-0.015117912467220726,False,False,False
v14,IONQ.US,2024-10-24,28823.0911,2.43,1.0,1.4357733121026863,True,False,False
v14,IONQ.US,2024-10-28,-163138.2586,-12.08,0.0,1.3231300438954368,True,False,False
v14,IONQ.US,2024-11-19,25293.6347,4.22,1.0,1.4004222626159397,True,False,False
v14,IONQ.US,2024-11-27,214934.3702,23.79,1.0,-0.6640721887512634,False,False,False
v14,IONQ.US,2024-12-19,85766.4931,11.83,1.0,1.2835233361038048,True,False,False
v14,IONQ.US,2024-12-27,-72781.0985,-7.3,0.0,-0.34235304511344006,False,False,False
v14,IONQ.US,2024-12-30,48080.8751,4.9,1.0,-0.6043248467708633,False,False,False
v14,IONQ.US,2025-04-15,-1945.9486,-0.22,0.0,-0.5409509190224826,False,False,False
v14,IONQ.US,2025-04-22,110733.43,8.54,1.0,-1.0852724692420168,False,False,False
v14,IONQ.US,2025-04-23,41196.3558,7.54,1.0,-0.9650726197274603,False,False,False
v14,IONQ.US,2025-04-28,13781.5303,2.83,1.0,1.2332247879851392,True,False,False
v14,IONQ.US,2025-05-06,184875.2976,14.53,1.0,-0.9139477906757597,False,False,False
v14,IONQ.US,2025-05-16,35708.6639,2.17,1.0,-0.5529589946293647,False,False,False
v14,IONQ.US,2025-05-19,27111.2045,1.61,1.0,0.25067461264700663,False,False,False
v14,IONQ.US,2025-05-22,36020.9453,6.04,1.0,0.6546807088512945,False,False,False
v14,IONQ.US,2025-05-29,-71531.5868,-9.74,0.0,0.2188509587822863,False,False,False
v14,IONQ.US,2025-08-29,-24847.0365,-1.28,0.0,-0.3149726423337602,False,False,False
v14,IONQ.US,2025-09-09,30157.8281,1.9,1.0,-0.7709483292990413,False,False,False
v14,IONQ.US,2025-09-22,23777.9135,1.18,1.0,1.5856406146958957,True,False,False
v14,IONQ.US,2025-09-24,-127998.2253,-6.25,0.0,0.7958544730152076,False,False,False
v14,IONQ.US,2026-04-22,-161025.5307,-5.11,0.0,0.30218907497518294,False,False,False
v14,IONQ.US,2026-04-28,-10144.8112,-0.34,0.0,-0.43416417146800074,False,False,False
v14,IONQ.US,2026-05-08,236665.3286,16.47,1.0,0.18821518172136772,False,False,False
v14,IONQ.US,2026-05-15,-34531.4587,-1.11,0.0,-0.617697796591631,False,False,False
v14,IONQ.US,2026-06-01,39168.3229,1.02,1.0,-0.506433062195733,False,False,False
v14,MU.US,2024-08-20,-2571.708,-0.24,0.0,-1.3026405921270643,False,False,False
v14,MU.US,2024-08-21,5431.5383,0.51,1.0,-1.2820276927756762,False,False,False
v14,MU.US,2024-08-22,-30357.2661,-2.82,0.0,-1.4689770786094511,False,False,False
v14,MU.US,2024-09-12,28052.4562,5.29,1.0,0.1064364371361781,False,False,False
v14,MU.US,2024-09-16,6005.2941,1.1,1.0,0.17523616457494662,False,False,False
v14,MU.US,2024-09-20,4163.7659,4.41,1.0,0.7575347394031974,False,False,False
v14,MU.US,2024-09-25,156627.8834,14.33,1.0,0.23895483770199993,False,False,False
v14,MU.US,2024-10-15,66626.9251,4.94,1.0,-0.7452346554064099,False,False,False
v14,MU.US,2024-10-18,-11991.7846,-2.53,0.0,-0.206223741931477,False,False,False
v14,MU.US,2024-11-08,-50335.8451,-4.18,0.0,-0.7057939696067614,False,False,False
v14,MU.US,2024-12-04,8930.7419,0.78,1.0,1.7882301305925703,True,False,False
v14,MU.US,2024-12-05,0.0182,1.8,1.0,-0.15882568198578823,False,False,False
v14,MU.US,2024-12-10,-15063.8653,-1.22,0.0,-0.6567666570422312,False,False,False
v14,MU.US,2024-12-18,-7097.0442,-23.79,0.0,2.0591782409425305,True,True,False
v14,MU.US,2025-01-08,-1482.9661,-0.14,0.0,1.0926084355200614,True,False,False
v14,MU.US,2025-01-13,5171.4239,0.58,1.0,-0.5754741642761055,False,False,False
v14,MU.US,2025-01-16,5887.6802,0.53,1.0,-0.254030916945571,False,False,False
v14,MU.US,2025-01-17,2968.7902,0.54,1.0,-0.7525909708299541,False,False,False
v14,MU.US,2025-01-22,3109.8329,0.36,1.0,-0.26390694471452125,False,False,False
v14,MU.US,2025-01-23,19321.3847,1.26,1.0,-0.4291063770297196,False,False,False
v14,MU.US,2025-01-23,-44817.5165,-2.89,0.0,-0.4291063770297196,False,False,False
v14,MU.US,2025-02-07,9656.2453,2.85,1.0,-0.8108008915975757,False,False,False
v14,MU.US,2025-02-11,-15800.1941,-4.53,0.0,-0.6810713816799863,False,False,False
v14,MU.US,2025-02-13,-3702.0367,-0.38,0.0,0.14389494195999747,False,False,False
v14,MU.US,2025-02-14,-7834.3264,-0.55,0.0,-0.5220902727798601,False,False,False
v14,MU.US,2025-03-19,-17288.2262,-1.14,0.0,-0.39959765558775867,False,False,False
v14,MU.US,2025-03-20,-128103.9291,-8.57,0.0,-0.9389824291305433,False,False,False
v14,MU.US,2025-04-10,-2004.8555,-0.58,0.0,2.0207002770536002,True,True,False
v14,MU.US,2025-04-11,14396.0024,4.2,1.0,0.8131646889092176,False,False,False
v14,MU.US,2025-04-14,-16612.8675,-4.36,0.0,-0.06861727623251661,False,False,False
v14,MU.US,2025-04-15,-2434.3517,-0.56,0.0,-0.004051288456285727,False,False,False
v14,MU.US,2025-04-16,-15158.9428,-3.49,0.0,-0.8594424508915809,False,False,False
v14,MU.US,2025-04-23,-14456.1092,-1.68,0.0,-0.673583168098026,False,False,False
v14,MU.US,2025-04-28,-38997.4026,-2.72,0.0,-0.7452347771607654,False,False,False
v14,MU.US,2025-04-28,348.2282,0.06,1.0,-0.7452347771607654,False,False,False
v14,MU.US,2025-05-01,-1715.6114,-1.08,0.0,-0.7453779515692118,False,False,False
v14,MU.US,2025-05-02,2552.1881,1.63,1.0,-1.0676201639954725,False,False,False
v14,MU.US,2025-05-05,615.8975,0.39,1.0,-0.7325659386333189,False,False,False
v14,MU.US,2025-05-05,-1110.3057,-0.69,0.0,-0.7325659386333189,False,False,False
v14,MU.US,2025-05-07,941.3957,0.59,1.0,-0.9725089882492827,False,False,False
v14,MU.US,2025-05-21,-31765.5382,-1.86,0.0,-1.2713874319396166,False,False,False
v14,MU.US,2025-06-12,-21874.069,-1.14,0.0,0.48230503702991734,False,False,False
v14,MU.US,2025-06-20,48435.9425,2.39,1.0,0.3076636084899533,False,False,False
v14,MU.US,2025-07-28,3223.1895,0.37,1.0,-1.0594693804774704,False,False,False
v14,MU.US,2025-07-28,8315.9991,0.96,1.0,-1.0594693804774704,False,False,False
v14,MU.US,2025-07-30,-2439.5759,-0.28,0.0,-0.8265311047278273,False,False,False
v14,MU.US,2025-08-06,58703.5513,3.85,1.0,-0.5673173394584349,False,False,False
v14,MU.US,2025-08-13,5604.7895,0.29,1.0,0.5467192971019699,False,False,False
v14,MU.US,2025-08-15,-4720.8022,-0.24,0.0,-1.3070933451694389,False,False,False
v14,MU.US,2025-09-02,26909.9063,1.41,1.0,-0.1450968384159348,False,False,False
v14,MU.US,2025-09-09,11331.6802,3.09,1.0,0.26214307374056184,False,False,False
v14,MU.US,2025-09-17,29443.9837,1.48,1.0,-0.3233615144208228,False,False,False
v14,MU.US,2025-10-03,29226.9334,1.52,1.0,-0.4168020321397284,False,False,False
v14,MU.US,2025-10-07,36153.2977,3.97,1.0,0.5121496541688436,False,False,False
v14,MU.US,2025-10-21,-71664.4515,-3.25,0.0,-0.5554627721671648,False,False,False
v14,MU.US,2025-10-27,-19346.9088,-0.87,0.0,0.0768749289397894,False,False,False
v14,MU.US,2025-10-28,29226.4907,1.32,1.0,-0.16067111319610536,False,False,False
v14,MU.US,2025-10-29,-3390.1131,-0.3,0.0,-1.2503819416796886,False,False,False
v14,MU.US,2025-10-30,-1213.4191,-0.11,0.0,-0.10299982805666351,False,False,False
v14,MU.US,2025-10-31,117438.7773,5.59,1.0,-1.206984226243493,False,False,False
v14,MU.US,2025-11-11,14002.0697,0.83,1.0,0.695839877255099,False,False,False
v14,MU.US,2025-11-26,10220.9292,0.88,1.0,-1.2648565020249323,False,False,False
v14,MU.US,2025-11-28,3904.8168,0.28,1.0,-1.1537298056971719,False,False,False
v14,MU.US,2025-12-01,13321.1578,0.96,1.0,-1.680668006402971,False,False,False
v14,MU.US,2025-12-11,-143822.3256,-6.21,0.0,-0.3825977654005902,False,False,False
v14,MU.US,2025-12-22,17353.6288,1.08,1.0,2.447392488825157,True,True,False
v14,MU.US,2025-12-31,187660.4852,8.37,1.0,-0.30049312333094297,False,False,False
v14,MU.US,2026-01-08,79110.2881,3.7,1.0,0.13270550154744015,False,False,False
v14,MU.US,2026-01-21,33294.4358,1.62,1.0,1.4263119701067442,True,False,False
v14,MU.US,2026-01-23,-481.1122,-0.1,0.0,0.6395821590766149,False,False,False
v14,MU.US,2026-01-30,-22740.5422,-1.07,0.0,0.6443530950972923,False,False,False
v14,MU.US,2026-02-17,76102.0055,4.22,1.0,-1.017355246434322,False,False,False
v14,MU.US,2026-02-19,49230.9781,2.42,1.0,-0.9335112032305045,False,False,False
v14,MU.US,2026-02-25,-145216.6719,-6.11,0.0,-0.47644532530949085,False,False,False
v14,MU.US,2026-03-11,9900.6092,0.51,1.0,0.10823960026150209,False,False,False
v14,MU.US,2026-03-12,85544.6041,4.11,1.0,-0.4179271120244183,False,False,False
v14,MU.US,2026-03-16,13640.3128,0.54,1.0,1.773636315283672,True,False,False
v14,MU.US,2026-03-19,-37287.6342,-1.42,0.0,3.1025767701547453,True,True,True
v14,MU.US,2026-04-02,47244.9192,4.38,1.0,1.5534569755708334,True,False,False
v14,MU.US,2026-04-07,123716.0833,9.13,1.0,-0.6614454451924495,False,False,False
v14,MU.US,2026-04-13,170446.4086,6.69,1.0,-1.3004557533147425,False,False,False
v14,MU.US,2026-04-17,-13129.3877,-0.48,0.0,-1.3597266437847515,False,False,False
v14,MU.US,2026-04-28,35904.1143,2.07,1.0,-0.2690787830404284,False,False,False
v14,MU.US,2026-05-07,249526.9734,14.5,1.0,1.680647000410279,True,False,False
v14,MU.US,2026-05-12,69421.8481,9.61,1.0,2.2289861144573977,True,True,False
v14,MU.US,2026-05-26,75828.5716,2.72,1.0,-1.2638431848031935,False,False,False
v14,MU.US,2026-06-03,-5118.6857,-0.18,0.0,-0.7435084946369076,False,False,False
v14,MU.US,2026-06-04,-6507.5518,-0.21,0.0,-1.2217079850167967,False,False,False
v14,MU.US,2026-06-23,-95118.2314,-5.43,0.0,-0.1473957402663442,False,False,False
v14,SPY.US,2024-09-26,1281.2327,0.28,1.0,-0.9523431824028447,False,False,False
v14,SPY.US,2024-10-18,-3405.4034,-0.72,0.0,-0.9507683981015211,False,False,False
v14,SPY.US,2025-08-27,-1383.2289,-0.07,0.0,-0.9134803941572457,False,False,False
v14,SPY.US,2025-09-05,5953.2985,0.31,1.0,0.03327744152664456,False,False,False
v14,SPY.US,2025-09-09,-1894.7296,-0.1,0.0,-0.17122269173016816,False,False,False
v14,SPY.US,2025-10-01,8078.1826,0.42,1.0,0.8360119745364514,False,False,False
v14,SPY.US,2026-01-06,1330.1614,0.05,1.0,-0.27619231592307536,False,False,False
v14,TSLA.US,2024-08-14,40363.0475,6.5,1.0,-0.643337502073646,False,False,False
v14,TSLA.US,2024-08-16,24865.4581,2.4,1.0,-0.0001891338467902819,False,False,False
v14,TSLA.US,2024-08-19,8716.8321,0.82,1.0,-0.04482489282790917,False,False,False
v14,TSLA.US,2024-08-20,1302.058,0.12,1.0,-0.47429969596557636,False,False,False
v14,TSLA.US,2024-09-06,3984.7324,0.6,1.0,3.1928209516434745,True,True,True
v14,TSLA.US,2024-09-18,50152.2466,9.11,1.0,-0.46444384072466727,False,False,False
v14,TSLA.US,2024-09-26,12589.9024,2.8,1.0,-0.7807892547426691,False,False,False
v14,TSLA.US,2024-09-30,-19635.0003,-2.97,0.0,-0.4952748059363658,False,False,False
v14,TSLA.US,2024-11-11,-40920.8136,-4.78,0.0,2.175443904448588,True,True,False
v14,TSLA.US,2024-12-05,26589.9119,1.78,1.0,-1.0675933255530883,False,False,False
v14,TSLA.US,2025-01-15,14201.5059,2.14,1.0,-0.24969816516079568,False,False,False
v14,TSLA.US,2025-01-17,-13044.1177,-3.0,0.0,-0.7726306603593013,False,False,False
v14,TSLA.US,2025-02-03,-1540.1687,-0.13,0.0,0.4595378232511936,False,False,False
v14,TSLA.US,2025-03-27,13128.7677,1.44,1.0,0.9853951345855712,False,False,False
v14,TSLA.US,2025-04-03,-58734.6503,-9.2,0.0,2.319923808644074,True,True,False
v14,TSLA.US,2025-04-24,1468.4498,0.15,1.0,0.159474643509647,False,False,False
v14,TSLA.US,2025-04-28,5740.5578,1.65,1.0,0.6330253550895629,False,False,False
v14,TSLA.US,2025-05-01,-544.0048,-0.35,0.0,-0.27622881082967166,False,False,False
v14,TSLA.US,2025-05-15,22947.9101,1.77,1.0,0.8620301117014029,False,False,False
v14,TSLA.US,2025-05-30,-10164.0625,-2.65,0.0,-0.790751525635852,False,False,False
v14,TSLA.US,2025-07-15,42084.623,2.44,1.0,-0.8364230150713887,False,False,False
v14,TSLA.US,2025-07-22,4259.1786,0.39,1.0,-0.7544799628130252,False,False,False
v14,TSLA.US,2025-07-23,-206953.5452,-9.54,0.0,-0.7116471684765118,False,False,False
v14,TSLA.US,2025-08-12,13799.751,0.71,1.0,0.5647169666636473,False,False,False
v14,TSLA.US,2025-09-19,7569.5422,0.42,1.0,0.042682215095394674,False,False,False
v14,TSLA.US,2025-11-25,18206.2895,1.61,1.0,0.4995567526452637,False,False,False
v14,TSLA.US,2025-12-02,123088.1075,5.11,1.0,-1.210394715370046,False,False,False
v14,TSLA.US,2025-12-18,-220.2357,-0.01,0.0,1.2410051729830391,True,False,False
v14,TSLA.US,2025-12-22,1637.4648,0.26,1.0,1.092918673520689,True,False,False
v14,TSLA.US,2026-01-23,-15186.8148,-0.72,0.0,0.8266610638996975,False,False,False
v14,TSLA.US,2026-02-10,4206.7005,0.16,1.0,-0.6194883129958378,False,False,False
v14,TSLA.US,2026-02-11,-4671.9885,-0.24,0.0,0.2573074965521061,False,False,False
v14,TSLA.US,2026-03-11,-3451.4227,-0.61,0.0,0.10838254625974303,False,False,False
v14,TSLA.US,2026-04-20,-23176.9466,-0.78,0.0,1.3738706932187712,True,False,False
v14,TSLA.US,2026-05-05,-2705.0451,-0.09,0.0,-0.9627660801281559,False,False,False
v14,TSLA.US,2026-05-06,58561.0675,1.89,1.0,-0.9266840239812779,False,False,False
v14,TSLA.US,2026-05-12,50629.0516,4.06,1.0,0.7684220271219947,False,False,False
